Origin,Artist_Name,Artwork_Name,Year
None,David Burliuk,"Surrealistic portrait of Marusia by the sea, ",1952
None,David Burliuk,Scientist,1952
None,David Burliuk,"Surrealistic portrait of Marusia by the sea, ",1952
None,David Burliuk,A Lakeshore,1953
None,David Burliuk,"Bradenton Beach, Florida",1953
None,David Burliuk,A Lakeshore,1953
None,David Burliuk,"Bradenton Beach, Florida",1953
None,David Burliuk,A girl,1954
None,David Burliuk,Australia,1954
None,David Burliuk,"Berberian woman, Morocco",1954
None,David Burliuk,Cyclamens,1954
None,David Burliuk,Noah's Ark,1954
None,David Burliuk,Vase with flowers and book by the window,1954
None,David Burliuk,A girl,1954
None,David Burliuk,Australia,1954
None,David Burliuk,"Berberian woman, Morocco",1954
None,David Burliuk,Cyclamens,1954
None,David Burliuk,Noah's Ark,1954
None,David Burliuk,Vase with flowers and book by the window,1954
None,David Burliuk,"By reading, ",1955
None,David Burliuk,"Mountain Landscape, ",1955
None,David Burliuk,"Still life with lilacs by the sea, ",1955
None,David Burliuk,Windmill in Rotterdam,1955
None,David Burliuk,"By reading, ",1955
None,David Burliuk,"Mountain Landscape, ",1955
None,David Burliuk,"Still life with lilacs by the sea, ",1955
None,David Burliuk,Windmill in Rotterdam,1955
None,David Burliuk,Flowers in white vase,1956
None,David Burliuk,Portrait of Marussia Burliuk,1956
None,David Burliuk,Red and green horses in a stable,1956
None,David Burliuk,Flowers in white vase,1956
None,David Burliuk,Portrait of Marussia Burliuk,1956
None,David Burliuk,Red and green horses in a stable,1956
None,David Burliuk,Lilacs by the Sea,1957
None,David Burliuk,Orchestra,1957
None,David Burliuk,Portrait of Naomi Harris Saffer,1957
None,David Burliuk,Lilacs by the Sea,1957
None,David Burliuk,Orchestra,1957
None,David Burliuk,Portrait of Naomi Harris Saffer,1957
None,David Burliuk,Lighthouse on the Coast,1958
None,David Burliuk,Lighthouse on the Coast,1958
None,David Burliuk,"Couple in a landscape, ",1959
None,David Burliuk,Nike,1959
None,David Burliuk,"Quick Frozen Fish, Florida",1959
None,David Burliuk,"Couple in a landscape, ",1959
None,David Burliuk,Nike,1959
None,David Burliuk,"Quick Frozen Fish, Florida",1959
None,David Burliuk,Blossoming branch in a vase,1960
None,David Burliuk,Bouquet by the sea,1960
None,David Burliuk,Marusia,1960
None,David Burliuk,Portrait of a man,1960
None,David Burliuk,Proposition,1960
None,David Burliuk,Roses with blue background,1960
None,David Burliuk,Tea Party,1960
None,David Burliuk,Blossoming branch in a vase,1960
None,David Burliuk,Bouquet by the sea,1960
None,David Burliuk,Marusia,1960
None,David Burliuk,Portrait of a man,1960
None,David Burliuk,Proposition,1960
None,David Burliuk,Roses with blue background,1960
None,David Burliuk,Tea Party,1960
None,David Burliuk,Live Lobsters at Joe's,1961
None,David Burliuk,"Peasants and horse, ",1961
None,David Burliuk,"Sunrise on the Steppes, ",1961
None,David Burliuk,"Untitled  (View of village from all sides), ",1961
None,David Burliuk,Live Lobsters at Joe's,1961
None,David Burliuk,"Peasants and horse, ",1961
None,David Burliuk,"Sunrise on the Steppes, ",1961
None,David Burliuk,"Untitled  (View of village from all sides), ",1961
None,David Burliuk,Portrait of Elshemius,1962
None,David Burliuk,Villa of W. R. Wagner,1962
None,David Burliuk,Portrait of Elshemius,1962
None,David Burliuk,Villa of W. R. Wagner,1962
None,David Burliuk,A big washing day,1964
None,David Burliuk,Woman with a duck,1964
None,David Burliuk,A big washing day,1964
None,David Burliuk,Woman with a duck,1964
None,David Burliuk,Ophelia,1965
None,David Burliuk,"Vase with red and yellow flowers, ",1965
None,David Burliuk,Ophelia,1965
None,David Burliuk,"Vase with red and yellow flowers, ",1965
None,David Davies,Autumn afternoon ,1926
None,David Hammons,Untitled/Green Power,1975
None,David Hammons,"Hair and Wire, Venice Beach",1977
None,David Hammons,Bliz-aard Ball Sale,1983
None,David Hammons,Untitled,1989
None,David Hammons,African-American Flag,1990
None,David Hammons,Untitled,1990
None,David Hammons,Untitled,1992
None,David Hare,Untitled,1942
None,David Hare,Untitled,1942
None,David Hare,Untitled,1942
None,David Hare,VVV Portfolio,1942
None,David Hare,Magician's Game,1944
None,David Hare,Earth Wader,1946
None,David Hare,Man with Hoops,1948
None,David Hare,Woman Screaming,1948
None,David Hare,Untitled [MR7],1952
None,David Hare,Untitled [MR9],1952
None,David Hare,Moon Cage,1955
None,David Hare,Cronus Grown,1967
None,David Hare,Cronus Young,1968
None,David Hare,Juggler No. 2,1991
None,David Ligare,Naxos (Thrown Drapery),1978
None,David Ligare,Symi (Thrown Drapery),1978
None,David Ligare,Penelope,1980
None,David Ligare,Classical Landscape,1981
None,David Ligare,Landscape for Baucis and Philemon,1984
None,David Ligare,Achilles and the Body of Patroclus,1986
None,David Ligare,In Praise of Italy,1987
None,David Ligare,Landscape with a Running Horse,1990
None,David Ligare,Landscape with an Archer,1991
None,David Ligare,Hercules Protecting the Balance Between Pleasure and Virtue,1993
None,David Ligare,Still Life with Grape Juice and Sandwiches (Xenia),1994
None,David Ligare,Ponte Vecchio,1996
None,David Ligare,Still Life with Candle,1999
None,David Michael Hinnebusch,Self Portrait,1994
None,David Park,Rehearsal,1949
None,David Park,Kids on Bikes,1950
None,David Park,Portrait of Hassel Smith,1951
None,David Park,Bathers,1954
None,David Park,Boston Street Scene,1954
None,David Park,Mother-in-Law,1955
None,David Park,Two Women,1957
None,David Park,Untitled (Nude Male Figure),1957
None,David Park,Man in a T-Shirt,1958
None,David Park,Two Bathers,1958
None,David Park,Rowboat,1958
None,David Park,Les Baigneuses (The Bathers),1959
None,David Park,Torso,1959
None,David Park,Figure in Chair,1960
None,David Park,Reclining Nude,1960
None,David Park,Back of Nude,1960
None,David Park,Head,1960
None,David Roberts,"Fruit Sellers from the Islands, Venice ",1903
None,David Smith,Saw Head,1933
None,David Smith,Unity of Three Forms,1937
None,David Smith,Blue construction,1938
None,David Smith,Suspended Cube,1938
None,David Smith,Ancient Household,1945
None,David Smith,Steel Drawing I,1945
None,David Smith,Untitled,1946
None,David Smith,Hudson River Landscape,1951
None,David Smith,Big Diamond,1952
None,David Smith,Sentinel II,1957
None,David Smith,Raven III,1959
None,David Smith,Untitled,1961
None,David Smith,Cubi I,1963
None,David Smith,Untitled,1963
None,David Smith,3 Cubis,1964
None,Deiryu,Bamboo,1940
None,Denise Green,Bridge # 2,1975
None,Denise Green,Bridge # 2,1975
None,Denise Green,Chair,1976
None,Denise Green,Two Figures,1976
None,Denise Green,Chair,1976
None,Denise Green,Two Figures,1976
None,Denise Green,To Draw On,1977
None,Denise Green,Tulipidendron #2,1977
None,Denise Green,Untitled Vessel # 10,1977
None,Denise Green,To Draw On,1977
None,Denise Green,Tulipidendron #2,1977
None,Denise Green,Untitled Vessel # 10,1977
None,Denise Green,Blue Quadrant,1984
None,Denise Green,Blue Quadrant,1984
None,Denise Green,Surya-Chandra #1,1986
None,Denise Green,Surya-Chandra #1,1986
None,Denise Green,Cos Cob,1987
None,Denise Green,Cos Cob,1987
None,Denise Green,Forces at Play,1989
None,Denise Green,Forces at Play,1989
None,Denise Green,Blu Lascaux,1999
None,Denise Green,Blu Lascaux,1999
None,Dennis Oppenheim,Annual Rings,1968
None,Dennis Oppenheim,Landslide,1968
None,Dennis Oppenheim,One Hour Run,1968
None,Dennis Oppenheim,Cancelled Crop,1969
None,Dennis Oppenheim,Parallel Stress,1970
None,Dennis Oppenheim,Reading Position for Second Degree Burn,1970
None,Dennis Oppenheim,Two Stage Transfer Drawing,1971
None,Dennis Oppenheim,Whirlpool (Eye of the Storm),1973
None,Dennis Oppenheim,Search for Clues,1976
None,Dennis Oppenheim,Vibrating Forest (from the Fireworks Series),1982
None,Dennis Oppenheim,Device to Root Out Evil,1997
None,Derek Boshier,The Identi-Kit Man,1962
None,Derek Boshier,Pepsi High,1962
None,Derek Boshier,Serpent Stripe,1962
None,Derek Boshier,Untitled (5 Pepsi's and Sun 2 Guns),1962
None,Derek Boshier,Untitled (Head top right Toothpaste/Toothbrush/Pyramid) (271 - A G),1962
None,Derek Boshier,Viewer,1963
None,Derek Boshier,Untitled,1964
None,Derek Boshier,Output,1966
None,Derek Boshier,Plan 1,1972
None,Derek Boshier,Plan II,1972
None,Derek Boshier,F.E.,1973
None,Derek Boshier,Untitled,1973
None,Derek Boshier,Frightened Cowboy,1980
None,Derek Boshier,Naked Cowboy,1980
None,Derek Boshier,Shy Cowboy,1980
None,Desmond Morris,A Girl Selling Flowers,1946
None,Desmond Morris,Over the Wall,1946
None,Desmond Morris,Entry to a Landscape,1947
None,Desmond Morris,The Nest I,1947
None,Desmond Morris,Celebration,1948
None,Desmond Morris,The Lovers,1948
None,Desmond Morris,The Intruder,1949
None,Desmond Morris,The Survivors,1950
None,Desmond Morris,Revolt of the Pets,1959
None,Desmond Morris,The Last Serenade,1959
None,Desmond Morris,The Egg Thieves,1960
None,Desmond Morris,The Killing Game,1960
None,Desmond Morris,The New Arrival,1960
None,Desmond Morris,Tripod Figure,1960
None,Desmond Morris,Good Morning Miss Smith,1969
None,Desmond Morris,Mother Goddess,1969
None,Desmond Morris,Table for Two,1972
None,Desmond Morris,The Attentive Friend,1972
None,Desmond Morris,The Guardian of the Cycle,1972
None,Desmond Morris,The Protector,1972
None,Desmond Morris,The Protege,1972
None,Desmond Morris,The Three Members,1972
None,Desmond Morris,The Titillator,1972
None,Desmond Morris,Disturbance in the Colony,1973
None,Desmond Morris,For Insiders Only,1973
None,Desmond Morris,Lovers' White Dreamtime,1973
None,Desmond Morris,The Agitator,1973
None,Desmond Morris,The Day After Yesterday,1973
None,Desmond Morris,The Observers,1973
None,Desmond Morris,The Observers,1973
None,Desmond Morris,The Arena,1976
None,Desmond Morris,The Presentation,1976
None,Desmond Morris,The Sentinel,1976
None,Desmond Morris,The Seven Sisters,1985
None,Desmond Morris,The Red Guard,1986
None,Desmond Morris,The Old Dilemma,1988
None,Desmond Morris,The Obsessional,1992
None,Desmond Morris,The Exquisite Corpse,1993
None,DeWain Valentine,Triple Disk Red Metal Flake - Black Edge,1966
None,DeWain Valentine,Disk Blue,1967
None,DeWain Valentine,Disk Green,1967
None,DeWain Valentine,Untitled,1967
None,DeWain Valentine,Disk Purple,1968
None,DeWain Valentine,Large Wall,1968
None,DeWain Valentine,Ring Agate,1968
None,DeWain Valentine,Slab,1968
None,DeWain Valentine,Small Curved Slab,1968
None,DeWain Valentine,Circle Blue,1970
None,DeWain Valentine,Circle Grey Smoke Flow,1970
None,DeWain Valentine,Circle Sepia Dark-Orange,1971
None,DeWain Valentine,Circle Violet to Black,1971
None,DeWain Valentine,Circle,1971
None,DeWain Valentine,Curved Slab,1971
None,DeWain Valentine,Oval Ring,1971
None,DeWain Valentine,Square Grey Dapple to Black,1971
None,DeWain Valentine,Rainbow Ring,1972
None,DeWain Valentine,Ring,1973
None,DeWain Valentine,Column Gray,1975
None,DeWain Valentine,Diamond Column,1975
None,DeWain Valentine,Diamond Column,1975
None,DeWain Valentine,"Circle, Blue Rose",1977
None,DeWain Valentine,"Diamond Column, Blue (detail)",1978
None,DeWain Valentine,"Diamond Column, Blue",1978
None,DeWain Valentine,Diamond Column,1979
None,DeWain Valentine,Circle Sepia to Rose,1980
None,DeWain Valentine,Cylindrical Column Laminated,1980
None,Diego Rivera,La Era (The Threshing Floor) 1904 (oil on canvas),1904
None,Diego Rivera,"Head of a Goat, ",1905
None,Diego Rivera,Night Scene in Avila,1907
None,Diego Rivera,Self-Portrait,1907
None,Diego Rivera,"House over the Bridge, ",1909
None,Diego Rivera,Notre Dame de Paris,1909
None,Diego Rivera,Portrait of Angelina Beloff,1909
None,Diego Rivera,Breton Girl,1910
None,Diego Rivera,Head of a Breton Woman,1910
None,Diego Rivera,View of Toledo,1912
None,Diego Rivera,Landscape at Toledo,1913
None,Diego Rivera,Portrait of Oscar Miestchaninoff,1913
None,Diego Rivera,Portrait of the Adolfo Best Maugard,1913
None,Diego Rivera,Still Life,1913
None,Diego Rivera,The Adoration of the Virgin,1913
None,Diego Rivera,Woman at a Well,1913
None,Diego Rivera,La Tour Eiffel,1914
None,Diego Rivera,Portrait of Two Women,1914
None,Diego Rivera,Sailor at Breakfast,1914
None,Diego Rivera,Portrait de Martin Luis Guzman,1915
None,Diego Rivera,Portrait of Ramon Gomez de la Serna,1915
None,Diego Rivera,Zapatista Landscape. The Guerrilla,1915
None,Diego Rivera,Motherhood Angelina and the Child Diego,1916
None,Diego Rivera,Still Life with Ricer also known as Still Life with Garlic Press,1918
None,Diego Rivera,Still Life,1918
None,Diego Rivera,The Mathematician,1918
None,Diego Rivera,The Outskirts of Paris,1918
None,Diego Rivera,Lenin i,1922
None,Diego Rivera,Bather of Tehuantepec,1923
None,Diego Rivera,"Creation, 192",1923
None,Diego Rivera,Entry into the Mine,1923
None,Diego Rivera,Exit from the Mine,1923
None,Diego Rivera,Tehuana Women,1923
None,Diego Rivera,The Embrace,1923
None,Diego Rivera,The Liberation ofThe Peon,1923
None,Diego Rivera,The New School,1923
None,Diego Rivera,The Sugar Mill,1923
None,Diego Rivera,Alliance of the Peasant and the Industrial Worker,1924
None,Diego Rivera,"Good Friday on the Santa Anita Canal, 192",1924
None,Diego Rivera,Partition of the Land.,1924
None,Diego Rivera,The Day of the Dead,1924
None,Diego Rivera,"The Festival of The Distribution of The Land, 192",1924
None,Diego Rivera,"The Festival of The First of May, 192",1924
None,Diego Rivera,"The Maize Festival, 192",1924
None,Diego Rivera,"The Market, 192",1924
None,Diego Rivera,"The Sacrificial Offering Day of the Dead, 192",1924
None,Diego Rivera,Woman Grinding Maize,1924
None,Diego Rivera,Flower Festival,1925
None,Diego Rivera,Revelation of the Way,1926
None,Diego Rivera,The Abundant Earth,1926
None,Diego Rivera,The Exploiters,1926
None,Diego Rivera,The Land's Bounty Rightfully Possessed,1926
None,Diego Rivera,The Mechanization ofThe Country,1926
None,Diego Rivera,The Organization ofThe Agrarian Movement,1926
None,Diego Rivera,Triumph of the Revolution,1926
None,Diego Rivera,"Indian Boy and Indian Woman with Corn Stalks, 192",1927
None,Diego Rivera,"Maturation, 192",1927
None,Diego Rivera,"Subterranean Forces, 192",1927
None,Diego Rivera,"The Blood of the Revolutionary Martyrs Fertilizing the Earth, 192",1927
None,Diego Rivera,"The Liberated Earth with The Powers of Nature Controlled by Man, 192",1927
None,Diego Rivera,"The Perpetual Renewal of the Revolutionary Struggle, 192",1927
None,Diego Rivera,Death of the Capitalist,1928
None,Diego Rivera,Night of the Poor,1928
None,Diego Rivera,Night of the Rich,1928
None,Diego Rivera,Our Bread,1928
None,Diego Rivera,The Learned,1928
None,Diego Rivera,"The Painter, the Sculptor and the Architect, 192",1928
None,Diego Rivera,Wall Street Banquet,1928
None,Diego Rivera,The Arsenal,1928
None,Diego Rivera,Entering the City,1930
None,Diego Rivera,My Godfather's Sons (Portrait of Modesto and Jesus Sanchez),1930
None,Diego Rivera,Zapata's Horse,1930
None,Diego Rivera,"Allegory of California, 193",1931
None,Diego Rivera,"Conquest and Revolution, 193",1931
None,Diego Rivera,Frozen Assets,1931
None,Diego Rivera,"The Making of a Fresco, Showing The Building of a City",1931
None,Diego Rivera,"Zapata, 193",1931
None,Diego Rivera,Edsel B. Ford,1932
None,Diego Rivera,"Detroit Industry, South Wall, 193",1933
None,Diego Rivera,"Man at the Crossroads/Man, Controller of the Univers, 193",1934
None,Diego Rivera,"The Ancient Indian World, 192",1935
None,Diego Rivera,"The History of Mexico, 192",1935
None,Diego Rivera,"The History of Mexico, 192",1935
None,Diego Rivera,"The History of Mexico, 192",1935
None,Diego Rivera,"The History of Mexico, 192",1935
None,Diego Rivera,"The History of Mexico, 192",1935
None,Diego Rivera,"The World of Today and Tomorrow, 192",1935
None,Diego Rivera,Carnival of Mexican Life. Dictatorship,1936
None,Diego Rivera,The Pinole Seller,1936
None,Diego Rivera,Portrait of Lupe Marin,1938
None,Diego Rivera,Dancer Resting,1939
None,Diego Rivera,Portrait of Madesta and Inesita,1939
None,Diego Rivera,The Hands of Dr Moore,1940
None,Diego Rivera,Pan American Unity,1940
None,Diego Rivera,Self-Portrait Dedicated to Irene Rich,1941
None,Diego Rivera,Portrait of Carlos Pellicer,1942
